CAMPAIGN_NAME,IPADDRESS,CAMPAIGN_ID,TIMESTAMP,TOUCH_GROUPS,TOUCHS_IP,CONV_VAL,OUTCOME_VAL,OUTCOME,IP_FREQ,CLUSTER
Heist,172.225.132.120,v6sbjb7,01/02/2023 12:48,328,876,0.374429224,0.001141553,1,876,11
Heist,104.28.132.116,tm47uvl,01/02/2023 14:49,609,2061,0.295487627,0.000485201,1,2061,5
Heist,172.225.132.76,v6sbjb7,01/02/2023 15:06,300,831,0.36101083,0.001203369,1,831,6
Heist,104.28.97.22,tm47uvl,01/02/2023 14:50,2122,19588,0.108331632,5.11E-05,1,19588,9
Heist,107.77.199.195,93vwe57,01/02/2023 15:06,0,0,0,0,0,36,1
Heist,104.28.110.96,tm47uvl,01/02/2023 14:54,2256,6982,0.323116586,0.000143225,1,6982,1
Heist,104.28.57.250,v6sbjb7,01/02/2023 12:58,656,2591,0.253184099,0.000385951,1,2591,1
Heist,204.111.198.148,fb0dolj,01/02/2023 12:57,0,0,0,0,0,10,1
Heist,104.28.104.25,tm47uvl,01/02/2023 14:54,421,1404,0.29985755,0.000712251,1,1404,3
Heist,104.28.48.189,cd5xb42,01/02/2023 15:05,5,323,0.015479876,0.003095975,1,323,1
Heist,104.28.97.19,tm47uvl,01/02/2023 15:09,2416,21156,0.114199282,4.73E-05,1,21156,4
Heist,162.246.77.123,v6sbjb7,01/02/2023 14:59,0,0,0,0,0,25,5
Heist,172.225.216.104,tm47uvl,01/02/2023 14:59,263,2249,0.116940863,0.000444642,1,2249,1
Heist,67.44.224.45,cd5xb42,01/02/2023 15:04,0,0,0,0,0,5,1
Heist,104.28.97.18,v6sbjb7,01/02/2023 12:47,2989,24189,0.123568564,4.13E-05,1,24189,1
Heist,104.28.39.140,v6sbjb7,01/02/2023 15:09,701,2313,0.303069607,0.000432339,1,2313,1
Heist,104.28.97.24,tm47uvl,01/02/2023 12:51,2816,25549,0.110219578,3.91E-05,1,25549,6
Heist,172.225.216.86,cd5xb42,01/02/2023 15:16,9,1256,0.007165605,0.000796178,1,1256,6
Heist,104.28.32.236,v6sbjb7,01/02/2023 12:34,30,187,0.160427807,0.005347594,1,187,3
Heist,172.225.30.52,tm47uvl,01/02/2023 14:56,58,407,0.142506143,0.002457002,1,407,1
Heist,140.248.0.0,v6sbjb7,01/02/2023 12:49,4157,32313,0.128647913,3.09E-05,1,32313,5
Heist,64.67.117.211,yc0zo5r,01/02/2023 12:37,0,0,0,0,0,3,1
Heist,104.28.85.116,cd5xb42,01/02/2023 14:56,97,6809,0.014245851,0.000146864,1,6809,1
Heist,172.225.20.48,z8p7tby,01/02/2023 12:34,26,768,0.033854167,0.001302083,1,768,1
Heist,172.225.216.99,tm47uvl,01/02/2023 15:06,249,2819,0.088329195,0.000354736,1,2819,3
Heist,107.77.204.157,z8p7tby,01/02/2023 14:51,0,0,0,0,0,19,1
Heist,172.58.102.139,tm47uvl,01/02/2023 12:49,1,29,0.034482759,0.034482759,1,29,1
Heist,172.58.239.35,93vwe57,01/02/2023 15:06,0,0,0,0,0,17,6
Heist,172.225.216.90,tm47uvl,01/02/2023 12:48,234,994,0.235412475,0.001006036,1,994,1
Heist,104.28.110.90,tm47uvl,01/02/2023 14:52,2583,8463,0.305210918,0.000118161,1,8463,1
Heist,172.225.16.37,v6sbjb7,01/02/2023 12:34,68,198,0.343434343,0.005050505,1,198,4
Heist,104.28.116.95,tm47uvl,01/02/2023 13:00,1044,3977,0.262509429,0.000251446,1,3977,2
Heist,104.28.32.102,tm47uvl,01/02/2023 12:46,2302,20107,0.114487492,4.97E-05,1,20107,5
Heist,104.28.132.128,v6sbjb7,01/02/2023 15:08,659,2133,0.308954524,0.000468823,1,2133,2
Heist,104.28.97.25,tm47uvl,01/02/2023 12:55,3778,35458,0.106548593,2.82E-05,1,35458,5
Heist,107.77.204.187,tm47uvl,01/02/2023 14:50,0,0,0,0,0,66,5
Heist,204.111.198.148,fb0dolj,01/02/2023 12:55,0,0,0,0,0,10,1
Heist,104.28.103.16,tm47uvl,01/02/2023 14:54,1100,17347,0.063411541,5.76E-05,1,17347,3
Heist,104.28.111.174,tm47uvl,01/02/2023 15:08,348,1611,0.216014898,0.000620732,1,1611,3
Heist,104.28.50.129,tm47uvl,01/02/2023 14:52,14,79,0.17721519,0.012658228,1,79,5
Heist,172.225.113.210,93vwe57,01/02/2023 12:38,4,27,0.148148148,0.037037037,1,27,1
Heist,172.225.15.17,v6sbjb7,01/02/2023 12:53,56,183,0.306010929,0.005464481,1,183,12
Heist,104.28.97.15,93vwe57,01/02/2023 15:19,611,24661,0.024775962,4.05E-05,1,24661,13
Heist,8.22.71.1,tm47uvl,01/02/2023 12:50,0,0,0,0,0,2,9
Heist,104.28.77.176,tm47uvl,01/02/2023 12:33,289,2779,0.103994243,0.000359842,1,2779,2
Heist,140.248.0.1,v6sbjb7,01/02/2023 12:54,4290,32101,0.133640697,3.12E-05,1,32101,1
Heist,104.28.103.21,tm47uvl,01/02/2023 15:14,1173,21564,0.054396216,4.64E-05,1,21564,6
Heist,104.28.110.86,tm47uvl,01/02/2023 13:01,2633,8056,0.32683714,0.000124131,1,8056,3
Heist,104.28.97.31,tm47uvl,01/02/2023 13:21,2776,36229,0.076623699,2.76E-05,1,36229,1
Heist,172.226.87.30,v6sbjb7,01/02/2023 12:30,38,78,0.487179487,0.012820513,1,78,5
Heist,104.28.32.94,93vwe57,01/02/2023 13:04,359,14798,0.024260035,6.76E-05,1,14798,1
Heist,104.28.57.243,tm47uvl,01/02/2023 12:46,630,2883,0.218522373,0.000346861,1,2883,3
Heist,104.28.39.156,93vwe57,01/02/2023 13:00,154,3733,0.041253683,0.000267881,1,3733,1
Heist,146.75.248.0,zvcpd1t,01/02/2023 12:45,595,7270,0.081843191,0.000137552,1,7270,1
Heist,104.28.103.14,v6sbjb7,01/02/2023 13:25,1682,18131,0.09276929,5.52E-05,1,18131,1
Heist,104.28.79.169,tm47uvl,01/02/2023 12:59,371,2130,0.174178404,0.000469484,1,2130,1
Heist,104.28.132.138,tm47uvl,01/02/2023 12:37,433,1579,0.274224193,0.000633312,1,1579,8
Heist,172.225.216.123,93vwe57,01/02/2023 13:28,74,2477,0.029874849,0.000403714,1,2477,6
Heist,172.226.6.11,v6sbjb7,01/02/2023 12:51,21,127,0.165354331,0.007874016,1,127,2
Heist,72.2.158.178,z8p7tby,01/02/2023 13:26,0,0,0,0,0,41,3
Heist,104.28.39.128,tm47uvl,01/02/2023 13:29,2558,51859,0.049326057,1.93E-05,1,51859,1
Heist,104.28.55.238,v6sbjb7,01/02/2023 13:07,792,3706,0.213707501,0.000269833,1,3706,5
Heist,172.225.24.9,tm47uvl,01/02/2023 12:51,274,1187,0.230834035,0.00084246,1,1187,1
Heist,172.226.170.35,v6sbjb7,01/02/2023 12:36,276,629,0.438791733,0.001589825,1,629,1
Heist,104.28.132.132,fb0dolj,01/02/2023 12:50,10,2233,0.00447828,0.000447828,1,2233,1
Heist,140.248.0.0,tm47uvl,01/02/2023 12:37,4402,32313,0.13623,3.09E-05,1,32313,5
Heist,104.28.132.138,z8p7tby,01/02/2023 13:06,47,1579,0.029765674,0.000633312,1,1579,8
Heist,172.225.89.52,v6sbjb7,01/02/2023 13:06,75,178,0.421348315,0.005617978,1,178,2
Heist,104.28.97.24,tm47uvl,01/02/2023 13:22,2816,25549,0.110219578,3.91E-05,1,25549,6
Heist,140.248.0.1,tm47uvl,01/02/2023 12:32,3630,32101,0.113080589,3.12E-05,1,32101,1
Heist,138.210.87.1,fb0dolj,01/02/2023 13:02,3,58,0.051724138,0.017241379,1,58,2
Heist,104.28.110.86,tm47uvl,01/02/2023 13:09,2633,8056,0.32683714,0.000124131,1,8056,3
Heist,140.248.0.0,tm47uvl,01/02/2023 12:59,4402,32313,0.13623,3.09E-05,1,32313,5
Heist,172.226.170.16,v6sbjb7,01/02/2023 13:10,224,605,0.370247934,0.001652893,1,605,2
Heist,162.71.236.110,v6sbjb7,01/02/2023 13:24,1,4,0.25,0.25,1,4,5
Heist,104.28.39.165,93vwe57,01/02/2023 13:10,189,4257,0.044397463,0.000234907,1,4257,1
Heist,172.225.30.75,zvcpd1t,01/02/2023 13:19,9,66,0.136363636,0.015151515,1,66,6
Heist,104.28.55.236,tm47uvl,01/02/2023 13:02,1777,11662,0.152375236,8.57E-05,1,11662,1
Heist,146.75.248.1,tm47uvl,01/02/2023 13:06,2394,7720,0.310103627,0.000129534,1,7720,1
Heist,172.226.184.127,tm47uvl,01/02/2023 13:02,63,227,0.27753304,0.004405286,1,227,6
Heist,172.224.243.26,v6sbjb7,01/02/2023 12:36,32,69,0.463768116,0.014492754,1,69,3
Heist,104.28.97.26,v6sbjb7,01/02/2023 13:05,3488,32019,0.10893532,3.12E-05,1,32019,3
Heist,104.28.32.148,tm47uvl,01/02/2023 13:00,88,893,0.098544233,0.001119821,1,893,11
Heist,104.28.132.126,tm47uvl,01/02/2023 12:48,479,1865,0.256836461,0.000536193,1,1865,2
Heist,107.127.7.127,v6sbjb7,01/02/2023 13:07,3,15,0.2,0.066666667,1,15,1
Heist,104.28.79.150,v6sbjb7,01/02/2023 12:44,417,2755,0.151361162,0.000362976,1,2755,1
Heist,172.225.80.189,zvcpd1t,01/02/2023 12:54,0,0,0,0,0,31,1
Heist,104.28.56.3,tm47uvl,01/02/2023 12:36,687,2723,0.252295263,0.000367242,1,2723,1
Heist,64.67.84.59,fb0dolj,01/02/2023 13:15,0,0,0,0,0,4,1
Heist,174.202.99.112,jux9iqz,01/02/2023 13:26,1,6,0.166666667,0.166666667,1,6,2
Heist,104.28.132.125,tm47uvl,01/02/2023 13:14,561,1970,0.284771574,0.000507614,1,1970,3
Heist,146.75.248.1,jux9iqz,01/02/2023 12:52,37,7720,0.004792746,0.000129534,1,7720,1
Heist,104.28.55.246,93vwe57,01/02/2023 12:36,166,2120,0.078301887,0.000471698,1,2120,1
Heist,104.28.39.162,cd5xb42,01/02/2023 12:38,58,2661,0.021796317,0.000375799,1,2661,1
Heist,104.28.110.84,v6sbjb7,01/02/2023 13:25,2555,6960,0.367097701,0.000143678,1,6960,11
Heist,104.28.110.96,v6sbjb7,01/02/2023 12:50,2288,6982,0.327699799,0.000143225,1,6982,1
Heist,104.28.55.240,tm47uvl,01/02/2023 13:17,520,2221,0.234128771,0.000450248,1,2221,1
Heist,104.28.48.221,v6sbjb7,01/02/2023 12:39,1127,3851,0.292651259,0.000259673,1,3851,9
Heist,172.226.168.57,tm47uvl,01/02/2023 12:53,210,518,0.405405405,0.001930502,1,518,2
Heist,172.226.144.70,v6sbjb7,01/02/2023 12:36,0,0,0,0,0,115,4
Heist,104.28.97.21,tm47uvl,01/02/2023 12:51,2681,24079,0.111341833,4.15E-05,1,24079,1
Heist,104.28.57.234,93vwe57,01/02/2023 13:25,184,3212,0.057285181,0.000311333,1,3212,8
Heist,107.77.200.35,93vwe57,01/02/2023 13:15,0,0,0,0,0,61,3
Heist,172.225.113.14,93vwe57,01/02/2023 13:09,5,38,0.131578947,0.026315789,1,38,3
Heist,172.226.8.254,93vwe57,01/02/2023 12:47,1,3,0.333333333,0.333333333,1,3,2
Heist,172.226.196.12,fb0dolj,01/02/2023 13:24,5,629,0.007949126,0.001589825,1,629,6
Heist,172.225.248.143,93vwe57,01/02/2023 12:36,15,116,0.129310345,0.00862069,1,116,2
Heist,104.28.97.30,v6sbjb7,01/02/2023 13:28,3329,45830,0.07263801,2.18E-05,1,45830,1
Heist,104.28.103.15,93vwe57,01/02/2023 12:56,262,15965,0.016410899,6.26E-05,1,15965,3
Heist,166.181.80.113,v6sbjb7,01/02/2023 12:54,0,0,0,0,0,33,1
Heist,107.77.194.25,93vwe57,01/02/2023 12:34,0,0,0,0,0,16,1
Heist,104.28.85.163,tm47uvl,01/02/2023 13:25,285,3468,0.082179931,0.000288351,1,3468,1
Heist,172.225.248.140,93vwe57,01/02/2023 12:35,7,56,0.125,0.017857143,1,56,1
Heist,104.28.48.220,z8p7tby,01/02/2023 13:27,164,3272,0.050122249,0.000305623,1,3272,1
Heist,140.248.0.0,v6sbjb7,01/02/2023 12:38,4157,32313,0.128647913,3.09E-05,1,32313,5
Heist,104.28.55.251,93vwe57,01/02/2023 12:53,107,1941,0.055126224,0.000515198,1,1941,1
Heist,146.75.222.1,tm47uvl,01/02/2023 13:27,803,2199,0.365165985,0.000454752,1,2199,3
Heist,104.28.48.214,v6sbjb7,01/02/2023 13:08,1048,3545,0.295627645,0.000282087,1,3545,9
Heist,140.248.0.1,v6sbjb7,01/02/2023 12:47,4290,32101,0.133640697,3.12E-05,1,32101,1
Heist,104.28.39.143,cd5xb42,01/02/2023 12:37,112,12614,0.008879023,7.93E-05,1,12614,1
Heist,104.28.133.83,zvcpd1t,01/02/2023 13:23,8,84,0.095238095,0.011904762,1,84,3
Heist,204.11.83.207,yc0zo5r,01/02/2023 12:34,0,0,0,0,0,5,2
Heist,146.75.164.1,tm47uvl,01/02/2023 12:34,2467,6691,0.36870423,0.000149454,1,6691,1
Heist,104.28.55.238,tm47uvl,01/02/2023 13:27,853,3706,0.230167296,0.000269833,1,3706,5
Heist,146.75.164.0,zvcpd1t,01/02/2023 13:09,61,6933,0.0087985,0.000144238,1,6933,6
Heist,107.77.198.183,93vwe57,01/02/2023 13:20,0,0,0,0,0,61,5
Heist,104.28.97.24,yc0zo5r,01/02/2023 13:07,39,25549,0.001526479,3.91E-05,1,25549,6
Heist,104.28.57.238,zvcpd1t,01/02/2023 12:38,141,2891,0.048772051,0.000345901,1,2891,2
Heist,172.225.198.46,v6sbjb7,01/02/2023 13:07,183,1705,0.107331378,0.00058651,1,1705,3
Heist,104.28.123.109,tm47uvl,01/02/2023 12:36,1145,3923,0.291868468,0.000254907,1,3923,2
Heist,172.225.24.42,tm47uvl,01/02/2023 13:01,349,1165,0.299570815,0.000858369,1,1165,1
Heist,107.77.217.201,tm47uvl,01/02/2023 13:09,0,0,0,0,0,19,1
Heist,172.225.30.123,cd5xb42,01/02/2023 13:04,2,153,0.013071895,0.006535948,1,153,1
Heist,107.77.235.189,cd5xb42,01/02/2023 13:02,0,0,0,0,0,85,1
Heist,104.28.132.121,tm47uvl,01/02/2023 12:42,407,1666,0.244297719,0.00060024,1,1666,4
Heist,104.28.97.31,93vwe57,01/02/2023 13:26,815,36229,0.022495791,2.76E-05,1,36229,1
Heist,172.225.216.112,v6sbjb7,01/02/2023 13:28,241,2299,0.104828186,0.000434972,1,2299,1
Heist,104.28.32.105,z8p7tby,01/02/2023 13:24,305,20053,0.015209694,4.99E-05,1,20053,6
Heist,104.28.79.145,zvcpd1t,01/02/2023 13:18,125,2412,0.051824212,0.000414594,1,2412,8
Heist,146.75.222.1,93vwe57,01/02/2023 13:07,137,2199,0.062301046,0.000454752,1,2199,3
Heist,104.28.97.31,93vwe57,01/02/2023 13:20,815,36229,0.022495791,2.76E-05,1,36229,1
Heist,104.28.111.176,93vwe57,01/02/2023 13:07,69,1594,0.043287327,0.000627353,1,1594,1
Heist,107.115.147.105,zvcpd1t,01/02/2023 13:07,0,0,0,0,0,10,2
Heist,172.225.24.3,93vwe57,01/02/2023 12:36,86,2685,0.032029795,0.000372439,1,2685,2
Heist,104.28.48.213,93vwe57,01/02/2023 13:21,293,3330,0.087987988,0.0003003,1,3330,4
Heist,140.248.30.0,tm47uvl,01/02/2023 12:37,3196,8283,0.385850537,0.000120729,1,8283,5
Heist,104.28.56.7,v6sbjb7,01/02/2023 13:05,776,3970,0.195465995,0.000251889,1,3970,1
Heist,104.28.97.21,tm47uvl,01/02/2023 12:56,2681,24079,0.111341833,4.15E-05,1,24079,1
Heist,172.225.108.146,tm47uvl,01/02/2023 13:09,67,281,0.238434164,0.003558719,1,281,13
Heist,172.225.15.36,93vwe57,01/02/2023 12:39,15,123,0.12195122,0.008130081,1,123,3
Heist,104.28.79.164,tm47uvl,01/02/2023 12:50,313,1167,0.268209083,0.000856898,1,1167,5
Heist,104.28.32.204,zvcpd1t,01/02/2023 12:32,7,208,0.033653846,0.004807692,1,208,5
Heist,104.28.132.113,v6sbjb7,01/02/2023 12:31,1830,6932,0.263993076,0.000144259,1,6932,1
Heist,104.28.103.19,tm47uvl,01/02/2023 13:05,957,14094,0.067901235,7.10E-05,1,14094,5
Heist,107.77.232.198,tm47uvl,01/02/2023 13:15,3,65,0.046153846,0.015384615,1,65,1
Heist,107.116.79.131,93vwe57,01/02/2023 12:58,2,19,0.105263158,0.052631579,1,19,1
Heist,104.28.56.5,v6sbjb7,01/02/2023 13:22,1071,3834,0.279342723,0.000260824,1,3834,2
Heist,172.225.20.57,93vwe57,01/02/2023 13:19,4,127,0.031496063,0.007874016,1,127,3
Heist,172.225.24.48,zvcpd1t,01/02/2023 12:54,96,2866,0.033496162,0.000348918,1,2866,1
Heist,107.77.197.52,yc0zo5r,01/02/2023 13:06,6,70,0.085714286,0.014285714,1,70,3
Heist,104.28.58.8,93vwe57,01/02/2023 13:21,120,2946,0.040733198,0.000339443,1,2946,1
Heist,172.226.6.22,zvcpd1t,01/02/2023 13:03,31,382,0.081151832,0.002617801,1,382,5
Heist,104.28.104.23,tm47uvl,01/02/2023 13:20,415,1641,0.252894576,0.000609385,1,1641,1
Heist,104.28.110.86,tm47uvl,01/02/2023 12:38,2633,8056,0.32683714,0.000124131,1,8056,3
Heist,104.28.32.94,tm47uvl,01/02/2023 12:38,1923,14798,0.129949993,6.76E-05,1,14798,1
Heist,107.77.234.41,93vwe57,01/02/2023 12:56,0,0,0,0,0,69,2
Heist,104.28.132.118,tm47uvl,01/02/2023 13:22,535,1888,0.283368644,0.000529661,1,1888,5
Heist,104.28.110.90,v6sbjb7,01/02/2023 13:18,2690,8463,0.317854189,0.000118161,1,8463,1
Heist,104.28.58.7,cd5xb42,01/02/2023 13:00,79,2838,0.027836505,0.000352361,1,2838,5
Heist,104.28.57.227,v6sbjb7,01/02/2023 13:21,869,3541,0.245410901,0.000282406,1,3541,13
Heist,107.77.206.169,cd5xb42,01/02/2023 12:34,0,0,0,0,0,32,2
Heist,104.28.55.244,tm47uvl,01/02/2023 12:38,590,2136,0.276217228,0.000468165,1,2136,1
Heist,104.28.57.235,v6sbjb7,01/02/2023 13:00,734,2422,0.303055326,0.000412882,1,2422,1
Heist,146.75.164.1,tm47uvl,01/02/2023 13:23,2467,6691,0.36870423,0.000149454,1,6691,1
Heist,172.226.194.0,cd5xb42,01/02/2023 12:31,8,740,0.010810811,0.001351351,1,740,6
Heist,146.75.252.0,zvcpd1t,01/02/2023 13:25,191,2511,0.076065313,0.000398248,1,2511,2
Heist,146.75.154.1,tm47uvl,01/02/2023 13:22,1477,3994,0.369804707,0.000250376,1,3994,2
Heist,104.28.97.26,93vwe57,01/02/2023 13:04,717,32019,0.022392954,3.12E-05,1,32019,3
Heist,172.226.175.8,v6sbjb7,01/02/2023 13:01,56,139,0.402877698,0.007194245,1,139,9
Heist,172.226.7.11,tm47uvl,01/02/2023 12:36,142,1242,0.114331723,0.000805153,1,1242,5
Heist,104.28.39.145,v6sbjb7,01/02/2023 12:31,768,9295,0.082625067,0.000107585,1,9295,9
Heist,104.28.97.28,tm47uvl,01/02/2023 13:04,3219,29098,0.11062616,3.44E-05,1,29098,1
Heist,172.226.194.0,v6sbjb7,01/02/2023 13:04,339,740,0.458108108,0.001351351,1,740,6
Heist,73.123.32.159,jux9iqz,01/02/2023 12:36,3,3,1,0.333333333,1,3,3
Heist,107.77.90.49,cd5xb42,01/02/2023 13:06,4,17,0.235294118,0.058823529,1,17,3
Heist,172.226.87.22,v6sbjb7,01/02/2023 12:38,89,260,0.342307692,0.003846154,1,260,5
Heist,104.28.56.6,tm47uvl,01/02/2023 13:09,859,3575,0.24027972,0.00027972,1,3575,1
Heist,104.28.57.239,tm47uvl,01/02/2023 12:34,516,8262,0.062454611,0.000121036,1,8262,1
Heist,104.28.39.164,tm47uvl,01/02/2023 13:22,489,2137,0.228825456,0.000467946,1,2137,1
Heist,172.225.248.130,zvcpd1t,01/02/2023 12:37,9,153,0.058823529,0.006535948,1,153,6
Heist,172.226.186.15,tm47uvl,01/02/2023 12:59,0,0,0,0,0,195,1
Heist,104.28.48.216,93vwe57,01/02/2023 13:07,376,4248,0.088512241,0.000235405,1,4248,5
Heist,104.28.58.8,tm47uvl,01/02/2023 13:22,713,2946,0.242023082,0.000339443,1,2946,1
Heist,146.75.248.0,zvcpd1t,01/02/2023 12:48,595,7270,0.081843191,0.000137552,1,7270,1
Heist,104.28.97.30,tm47uvl,01/02/2023 13:00,1962,45830,0.042810386,2.18E-05,1,45830,1
Heist,140.248.30.0,v6sbjb7,01/02/2023 12:47,2705,8283,0.326572498,0.000120729,1,8283,5
Heist,107.77.215.159,v6sbjb7,01/02/2023 12:57,2,25,0.08,0.04,1,25,1
Heist,107.127.35.18,tm47uvl,01/02/2023 12:43,2,20,0.1,0.05,1,20,12
Heist,104.28.55.246,tm47uvl,01/02/2023 12:45,596,2120,0.281132075,0.000471698,1,2120,1
Heist,104.28.103.18,tm47uvl,01/02/2023 13:20,1271,16674,0.07622646,6.00E-05,1,16674,1
Heist,107.77.224.108,zvcpd1t,01/02/2023 13:05,0,0,0,0,0,10,5
Heist,104.28.85.121,v6sbjb7,01/02/2023 12:46,357,1610,0.22173913,0.000621118,1,1610,4
Heist,166.181.82.254,tm47uvl,01/02/2023 12:37,0,0,0,0,0,38,1
Heist,104.28.110.103,v6sbjb7,01/02/2023 13:08,2084,6038,0.3451474,0.000165618,1,6038,5
Heist,104.28.104.29,zvcpd1t,01/02/2023 12:42,91,1797,0.050639955,0.000556483,1,1797,1
Heist,23.132.80.72,v6sbjb7,01/02/2023 12:43,1,4,0.25,0.25,1,4,3
Heist,104.28.39.162,v6sbjb7,01/02/2023 12:48,591,2661,0.222096956,0.000375799,1,2661,1
Heist,172.226.170.49,tm47uvl,01/02/2023 12:50,211,582,0.362542955,0.001718213,1,582,1
Heist,104.28.39.145,tm47uvl,01/02/2023 12:45,716,9295,0.077030662,0.000107585,1,9295,9
Heist,172.226.66.52,93vwe57,01/02/2023 12:45,9,77,0.116883117,0.012987013,1,77,6
Heist,172.226.87.95,v6sbjb7,01/02/2023 12:51,27,88,0.306818182,0.011363636,1,88,1
Heist,172.226.87.7,tm47uvl,01/02/2023 12:47,53,188,0.281914894,0.005319149,1,188,1
Heist,172.225.80.249,z8p7tby,01/02/2023 12:52,5,217,0.023041475,0.004608295,1,217,1
Heist,104.28.39.158,tm47uvl,01/02/2023 13:21,642,2225,0.288539326,0.000449438,1,2225,6
Heist,172.225.24.18,v6sbjb7,01/02/2023 12:59,354,2769,0.127843987,0.000361141,1,2769,4
Heist,172.225.12.50,zvcpd1t,01/02/2023 13:04,5,67,0.074626866,0.014925373,1,67,3
Heist,104.28.132.146,v6sbjb7,01/02/2023 13:22,204,839,0.243146603,0.001191895,1,839,1
Heist,107.77.199.234,fb0dolj,01/02/2023 13:05,0,0,0,0,0,33,3
Heist,104.28.97.31,tm47uvl,01/02/2023 12:59,2776,36229,0.076623699,2.76E-05,1,36229,1
Heist,172.225.199.26,cd5xb42,01/02/2023 12:58,0,0,0,0,0,27,1
Heist,104.28.77.153,v6sbjb7,01/02/2023 13:28,659,7507,0.087784734,0.000133209,1,7507,3
Heist,140.248.30.1,tm47uvl,01/02/2023 12:52,3066,8244,0.371906841,0.0001213,1,8244,1
Heist,104.28.58.4,zvcpd1t,01/02/2023 12:50,201,7991,0.025153297,0.000125141,1,7991,3
Heist,104.28.110.110,tm47uvl,01/02/2023 12:51,2207,6542,0.337358606,0.000152858,1,6542,2
Heist,104.28.79.181,tm47uvl,01/02/2023 12:46,305,1343,0.2271035,0.000744602,1,1343,1
Heist,172.226.184.12,v6sbjb7,01/02/2023 12:52,281,823,0.341433779,0.001215067,1,823,6
Heist,104.28.103.30,tm47uvl,01/02/2023 12:51,577,2612,0.220903522,0.000382848,1,2612,11
Heist,172.226.87.116,v6sbjb7,01/02/2023 13:27,94,252,0.373015873,0.003968254,1,252,1
Heist,104.28.132.126,tm47uvl,01/02/2023 12:49,479,1865,0.256836461,0.000536193,1,1865,2
Heist,104.28.39.133,v6sbjb7,01/02/2023 13:19,833,2800,0.2975,0.000357143,1,2800,2
Heist,166.181.81.13,cd5xb42,01/02/2023 12:37,0,0,0,0,0,14,5
Heist,140.248.0.1,tm47uvl,01/02/2023 12:53,3630,32101,0.113080589,3.12E-05,1,32101,1
Heist,146.75.175.1,v6sbjb7,01/02/2023 13:08,1600,5004,0.319744205,0.00019984,1,5004,3
Heist,104.28.97.18,tm47uvl,01/02/2023 12:55,2744,24189,0.113439993,4.13E-05,1,24189,1
Heist,172.226.66.9,cd5xb42,01/02/2023 13:20,7,259,0.027027027,0.003861004,1,259,2
Heist,107.77.192.188,fb0dolj,01/02/2023 12:55,9,28,0.321428571,0.035714286,1,28,1
Heist,104.28.58.15,v6sbjb7,01/02/2023 12:53,37,127,0.291338583,0.007874016,1,127,1
Heist,104.28.57.231,tm47uvl,01/02/2023 13:10,751,3157,0.237884067,0.000316756,1,3157,1
Heist,104.28.55.251,tm47uvl,01/02/2023 12:52,651,1941,0.335394127,0.000515198,1,1941,1
Heist,140.248.0.0,v6sbjb7,01/02/2023 12:48,4157,32313,0.128647913,3.09E-05,1,32313,5
Heist,104.28.103.14,tm47uvl,01/02/2023 12:53,1566,18131,0.086371408,5.52E-05,1,18131,1
Heist,172.226.81.5,v6sbjb7,01/02/2023 12:37,183,576,0.317708333,0.001736111,1,576,1
Heist,104.28.132.116,tm47uvl,01/02/2023 12:48,609,2061,0.295487627,0.000485201,1,2061,5
Heist,172.58.203.210,tm47uvl,01/02/2023 12:38,0,0,0,0,0,22,5
Heist,104.28.55.233,v6sbjb7,01/02/2023 13:17,1962,32816,0.059787908,3.05E-05,1,32816,9
Heist,104.28.110.86,tm47uvl,01/02/2023 12:36,2633,8056,0.32683714,0.000124131,1,8056,3
Heist,104.28.97.32,tm47uvl,01/02/2023 12:51,2405,11797,0.20386539,8.48E-05,1,11797,2
Heist,146.75.244.0,tm47uvl,01/02/2023 13:10,2063,7011,0.29425189,0.000142633,1,7011,1
Heist,104.28.55.241,v6sbjb7,01/02/2023 13:12,797,3376,0.236078199,0.000296209,1,3376,1
Heist,172.225.216.91,tm47uvl,01/02/2023 12:51,253,2413,0.104848736,0.000414422,1,2413,1
Heist,104.28.97.25,v6sbjb7,01/02/2023 12:35,4034,35458,0.113768402,2.82E-05,1,35458,5
Heist,104.28.58.5,z8p7tby,01/02/2023 12:37,27,2300,0.01173913,0.000434783,1,2300,1
Heist,172.225.31.34,tm47uvl,01/02/2023 12:38,133,430,0.309302326,0.002325581,1,430,3
Heist,104.28.39.133,tm47uvl,01/02/2023 13:19,757,2800,0.270357143,0.000357143,1,2800,2
Heist,104.28.57.230,v6sbjb7,01/02/2023 12:36,576,2543,0.226504129,0.000393236,1,2543,1
Heist,166.196.103.72,tm47uvl,01/02/2023 13:09,0,0,0,0,0,18,1
Heist,104.28.97.16,cd5xb42,01/02/2023 13:17,304,19106,0.015911232,5.23E-05,1,19106,1
Heist,104.28.32.108,zvcpd1t,01/02/2023 12:34,313,12886,0.024289927,7.76E-05,1,12886,1
Heist,172.225.216.70,v6sbjb7,01/02/2023 12:36,151,444,0.34009009,0.002252252,1,444,6
Heist,104.28.56.4,zvcpd1t,01/02/2023 12:35,125,2368,0.052787162,0.000422297,1,2368,6
Heist,107.122.93.66,cd5xb42,01/02/2023 12:49,0,0,0,0,0,19,1
Heist,104.28.103.31,tm47uvl,01/02/2023 13:18,596,2723,0.218876239,0.000367242,1,2723,2
Heist,104.28.77.146,zvcpd1t,01/02/2023 12:54,166,8656,0.019177449,0.000115527,1,8656,5
